eff_date,hdd,cdd,temp_natl
1/1/1950,20.3086,0.198,44.8894
1/2/1950,18.2063,0.4503,47.244
1/3/1950,19.4923,0.5609,46.0686
1/4/1950,23.2511,0.5603,42.3092
1/5/1950,26.5144,0.5621,39.0477
1/6/1950,24.9683,0.3967,40.4284
1/7/1950,29.3583,0.1702,35.8119
1/8/1950,30.8251,0.1161,34.291
1/9/1950,23.9926,0.2094,41.2168
1/10/1950,19.7302,0.3234,45.5932
1/11/1950,25.0164,0.2228,40.2064
1/12/1950,24.8798,0.5083,40.6285
1/13/1950,20.8809,0.4827,44.6018
1/14/1950,21.9085,0.3122,43.4037
1/15/1950,23.4119,0.7289,42.317
1/16/1950,25.8729,0.5039,39.631
1/17/1950,25.8047,0.454,39.6493
1/18/1950,25.5412,0.5125,39.9713
1/19/1950,30.0142,0.3262,35.312
1/20/1950,29.7402,0.1974,35.4572
1/21/1950,24.7921,0.1811,40.389
1/22/1950,18.4893,0.3365,46.8472
1/23/1950,17.0931,0.6298,48.5367
1/24/1950,16.1715,1.2871,50.1156
1/25/1950,18.1962,1.6151,48.4189
1/26/1950,21.5288,0.8332,44.3044
1/27/1950,28.0961,0.3567,37.2606
1/28/1950,26.5205,0.2392,38.7187
1/29/1950,23.7026,0.5809,41.8783
1/30/1950,28.6255,0.5283,36.9028
1/31/1950,29.8488,0.6427,35.7939
2/1/1950,29.5869,0.5944,36.0075
2/2/1950,27.6971,0.5247,37.8276
2/3/1950,29.2061,0.2613,36.0552
2/4/1950,26.3375,0.2354,38.8979
2/5/1950,23.1326,0.1983,42.0657
2/6/1950,19.6297,0.1859,45.5562
2/7/1950,21.4542,0.4717,44.0175
2/8/1950,24.4305,0.4607,41.0302
2/9/1950,21.0417,0.282,44.2403
2/10/1950,21.4783,0.2578,43.7795
2/11/1950,21.2565,0.4058,44.1493
2/12/1950,21.6701,0.5916,43.9215
2/13/1950,22.3055,0.4925,43.187
2/14/1950,22.3021,0.505,43.2029
2/15/1950,23.6665,0.1975,41.531
2/16/1950,25.6051,0.0007,39.3956
2/17/1950,24.8986,0,40.1014
2/18/1950,23.8688,0.0106,41.1418
2/19/1950,26.4407,0.0318,38.5911
2/20/1950,30.091,0.022,34.931
2/21/1950,28.0352,0.0525,37.0173
2/22/1950,26.7194,0.1691,38.4497
2/23/1950,26.1492,0.3059,39.1567
2/24/1950,25.0871,0.1657,40.0786
2/25/1950,27.6208,0.3332,37.7124
2/26/1950,30.3944,0.3615,34.9671
2/27/1950,29.0601,0.2695,36.2094
2/28/1950,23.9207,0.3758,41.4551
3/1/1950,25.399,0.2089,39.8099
3/2/1950,33.9859,0.0008,31.0149
3/3/1950,31.6226,0.0008,33.3782
3/4/1950,25.4604,0.156,39.6956
3/5/1950,18.5442,0.3611,46.8169
3/6/1950,20.5572,0.2793,44.7221
3/7/1950,21.0122,0.5849,44.5727
3/8/1950,23.1876,0.3181,42.1305
3/9/1950,28.4652,0.001,36.5358
3/10/1950,26.3367,0.1065,38.7698
3/11/1950,23.6703,0.5032,41.8329
3/12/1950,23.1233,0.6449,42.5216
3/13/1950,27.2625,0.4996,38.2371
3/14/1950,26.7683,0.2452,38.4769
3/15/1950,22.315,0.3382,43.0232
3/16/1950,23.1554,0.5064,42.351
3/17/1950,21.6474,0.0975,43.4501
3/18/1950,22.9597,0.161,42.2013
3/19/1950,24.0103,0.2618,41.2515
3/20/1950,20.8898,0.5753,44.6855
3/21/1950,18.6755,0.5803,46.9048
3/22/1950,19.368,0.2435,45.8755
3/23/1950,18.788,0.1797,46.3917
3/24/1950,15.2445,0.5704,50.3259
3/25/1950,15.8717,1.2519,50.3802
3/26/1950,14.3954,1.5211,52.1257
3/27/1950,12.5724,1.0589,53.4865
3/28/1950,14.1155,0.8477,51.7322
3/29/1950,19.0794,0.4117,46.3323
3/30/1950,21.268,0.0771,43.8091
3/31/1950,18.0326,0.1273,47.0947
4/1/1950,16.0953,0.5108,49.4155
4/2/1950,11.9952,0.8871,53.8919
4/3/1950,10.2511,1.6114,56.3603
4/4/1950,10.7181,0.891,55.1729
4/5/1950,16.8722,0.4547,48.5825
4/6/1950,21.4816,0.1342,43.6526
4/7/1950,18.2787,0.118,46.8393
4/8/1950,17.0426,0.4826,48.44
4/9/1950,17.6094,0.6807,48.0713
4/10/1950,13.2543,0.9062,52.6519
4/11/1950,13.1587,0.5595,52.4008
4/12/1950,17.1054,0.5178,48.4124
4/13/1950,22.5308,0.2466,42.7158
4/14/1950,21.8554,0.0715,43.2161
4/15/1950,18.1525,0.0494,46.8969
4/16/1950,13.2652,0.0687,51.8035
4/17/1950,8.8132,0.2537,56.4405
4/18/1950,6.0935,0.5965,59.503
4/19/1950,8.5956,0.9122,57.3166
4/20/1950,12.4001,0.7909,53.3908
4/21/1950,12.5828,0.6565,53.0737
4/22/1950,9.866,1.3489,56.4829
4/23/1950,8.4284,1.8695,58.4411
4/24/1950,10.1078,1.9058,56.798
4/25/1950,11.2348,1.1828,54.948
4/26/1950,10.659,1.1727,55.5137
4/27/1950,11.0022,1.9752,55.973
4/28/1950,10.9258,2.2308,56.305
4/29/1950,11.571,2.0468,55.4758
4/30/1950,12.3718,1.7194,54.3476
5/1/1950,11.0814,1.9038,55.8224
5/2/1950,9.1722,2.2909,58.1187
5/3/1950,7.0335,3.5457,61.5122
5/4/1950,5.7328,4.4935,63.7607
5/5/1950,5.7672,4.2557,63.4885
5/6/1950,4.8438,3.6914,63.8476
5/7/1950,7.3038,3.3244,61.0206
5/8/1950,9.8256,3.0354,58.2098
5/9/1950,6.6246,2.7215,61.0969
5/10/1950,4.5415,3.2737,63.7322
5/11/1950,4.7976,2.7184,62.9208
5/12/1950,4.6491,2.3184,62.6693
5/13/1950,3.8749,2.2797,63.4048
5/14/1950,3.9299,2.1093,63.1794
5/15/1950,4.5235,2.362,62.8385
5/16/1950,4.0937,2.6631,63.5694
5/17/1950,4.0177,3.0023,63.9846
5/18/1950,5.8535,3.256,62.4025
5/19/1950,6.4796,3.1884,61.7088
5/20/1950,5.3541,2.2138,61.8597
5/21/1950,3.499,2.3444,63.8454
5/22/1950,3.5407,2.8336,64.2929
5/23/1950,2.5394,3.831,66.2916
5/24/1950,2.3991,5.22,67.8209
5/25/1950,2.6136,4.5805,66.9669
5/26/1950,2.8743,3.7715,65.8972
5/27/1950,3.0526,3.616,65.5634
5/28/1950,4.2233,3.6083,64.385
5/29/1950,2.8254,4.5312,66.7058
5/30/1950,1.1484,4.75,68.6016
5/31/1950,1.7369,4.1234,67.3865
6/1/1950,1.336,4.307,67.971
6/2/1950,1.231,4.7749,68.5439
6/3/1950,2.4049,4.5152,67.1103
6/4/1950,2.9697,3.0007,65.031
6/5/1950,1.3637,2.9473,66.5836
6/6/1950,1.4775,4.5709,68.0934
6/7/1950,1.9852,6.5205,69.5353
6/8/1950,1.5732,8.0307,71.4575
6/9/1950,1.0438,7.8987,71.8549
6/10/1950,0.7563,7.1401,71.3838
6/11/1950,1.4289,4.97,68.5411
6/12/1950,1.7514,4.9824,68.231
6/13/1950,1.1324,5.7713,69.6389
6/14/1950,1.4184,6.7242,70.3058
6/15/1950,0.8679,7.2047,71.3368
6/16/1950,0.9012,7.2974,71.3962
6/17/1950,2.7112,6.3541,68.6429
6/18/1950,3.6214,5.9079,67.2865
6/19/1950,2.3033,6.3211,69.0178
6/20/1950,0.9155,6.9857,71.0702
6/21/1950,0.5804,7.5366,71.9562
6/22/1950,0.717,8.3959,72.6789
6/23/1950,0.6821,10.1375,74.4554
6/24/1950,0.9155,11.1567,75.2412
6/25/1950,0.83,11.3469,75.5169
6/26/1950,0.4316,10.8302,75.3986
6/27/1950,0.4211,8.4055,72.9844
6/28/1950,0.4601,6.6189,71.1588
6/29/1950,0.402,6.8371,71.4351
6/30/1950,0.4469,7.171,71.7241
7/1/1950,0.3605,8.2752,72.9147
7/2/1950,0.1198,9.1598,74.04
7/3/1950,0.1951,9.8578,74.6627
7/4/1950,0.1959,9.5456,74.3497
7/5/1950,0.2108,8.7045,73.4937
7/6/1950,0.159,7.5442,72.3852
7/7/1950,0.1693,7.1922,72.0229
7/8/1950,0.1791,7.9432,72.7641
7/9/1950,0.1216,8.3999,73.2783
7/10/1950,0.207,7.8535,72.6465
7/11/1950,0.1871,9.2127,74.0256
7/12/1950,0.2474,10.1464,74.899
7/13/1950,0.5042,8.0778,72.5736
7/14/1950,0.5259,7.0894,71.5635
7/15/1950,0.3202,7.8359,72.5157
7/16/1950,0.2143,9.6653,74.451
7/17/1950,0.2024,10.4267,75.2243
7/18/1950,0.198,10.1199,74.9219
7/19/1950,0.2675,9.1567,73.8892
7/20/1950,0.5954,8.1254,72.53
7/21/1950,0.3026,7.2133,71.9107
7/22/1950,0.1274,7.7193,72.5919
7/23/1950,0.182,8.3484,73.1664
7/24/1950,0.1537,8.3007,73.147
7/25/1950,0.0525,9.385,74.3325
7/26/1950,0.0977,8.1237,73.026
7/27/1950,0.1854,8.6504,73.465
7/28/1950,0.2455,9.5607,74.3152
7/29/1950,0.2668,10.0883,74.8215
7/30/1950,0.2219,10.7914,75.5695
7/31/1950,0.2024,10.8774,75.675
8/1/1950,0.2838,9.902,74.6182
8/2/1950,0.5394,7.6791,72.1397
8/3/1950,0.5256,6.7831,71.2575
8/4/1950,0.6333,6.318,70.6847
8/5/1950,0.4992,6.0277,70.5285
8/6/1950,0.4155,6.3406,70.9251
8/7/1950,0.3031,6.5999,71.2968
8/8/1950,0.1811,7.6287,72.4476
8/9/1950,0.1319,8.5695,73.4376
8/10/1950,0.136,9.1327,73.9967
8/11/1950,0.4578,7.7231,72.2653
8/12/1950,0.7212,6.4377,70.7165
8/13/1950,0.475,6.248,70.773
8/14/1950,0.1285,7.3629,72.2344
8/15/1950,0.1075,9.1163,74.0088
8/16/1950,0.0367,10.3772,75.3405
8/17/1950,0.2209,9.9132,74.6923
8/18/1950,0.4229,8.2961,72.8732
8/19/1950,0.8271,8.217,72.3899
8/20/1950,1.8188,6.8815,70.0627
8/21/1950,1.4134,5.7569,69.3435
8/22/1950,0.6712,5.4382,69.767
8/23/1950,0.2301,7.3256,72.0955
8/24/1950,0.1403,8.7926,73.6523
8/25/1950,0.3428,8.7509,73.4081
8/26/1950,0.4991,9.0473,73.5482
8/27/1950,0.2408,9.4065,74.1657
8/28/1950,0.2615,9.7919,74.5304
8/29/1950,0.353,9.0895,73.7365
8/30/1950,0.3228,7.695,72.3722
8/31/1950,0.1189,8.253,73.1341
9/1/1950,0.0721,9.7334,74.6613
9/2/1950,0.2045,8.7072,73.5027
9/3/1950,0.6452,7.9157,72.2705
9/4/1950,1.308,6.5735,70.2655
9/5/1950,2.8733,3.9823,66.109
9/6/1950,2.5361,2.5234,64.9873
9/7/1950,1.2365,2.7051,66.4686
9/8/1950,0.619,3.5965,67.9775
9/9/1950,0.6596,4.7949,69.1353
9/10/1950,0.9727,5.971,69.9983
9/11/1950,1.6648,5.1866,68.5218
9/12/1950,2.4944,4.5092,67.0148
9/13/1950,2.9243,4.4594,66.5351
9/14/1950,2.8596,4.2607,66.4011
9/15/1950,2.2799,4.223,66.9431
9/16/1950,3.0026,3.746,65.7434
9/17/1950,3.6062,3.6015,64.9953
9/18/1950,2.5926,4.4141,66.8215
9/19/1950,1.6126,5.0348,68.4222
9/20/1950,2.1816,5.3103,68.1287
9/21/1950,2.1683,4.9454,67.7771
9/22/1950,2.989,3.4305,65.4415
9/23/1950,4.9539,2.9281,62.9742
9/24/1950,9.2972,2.4608,58.1636
9/25/1950,7.5972,1.8659,59.2687
9/26/1950,5.302,2.0021,61.7001
9/27/1950,3.9425,2.6233,63.6808
9/28/1950,3.5319,3.1772,64.6453
9/29/1950,3.447,3.6466,65.1996
9/30/1950,2.6781,3.8723,66.1942
10/1/1950,3.0913,4.1147,66.0234
10/2/1950,3.2543,3.5609,65.3066
10/3/1950,5.0392,2.4488,62.4096
10/4/1950,8.4484,1.6202,58.1718
10/5/1950,9.2381,1.3179,57.0798
10/6/1950,6.8827,1.8279,59.9452
10/7/1950,4.7205,2.1173,62.3968
10/8/1950,4.6415,1.9778,62.3363
10/9/1950,5.6465,1.4098,60.7633
10/10/1950,4.9771,1.4108,61.4337
10/11/1950,3.8167,2.2427,63.426
10/12/1950,5.2051,2.7245,62.5194
10/13/1950,7.1241,2.3615,60.2374
10/14/1950,6.8008,2.4448,60.644
10/15/1950,6.7082,2.2747,60.5665
10/16/1950,5.8764,2.4267,61.5503
10/17/1950,3.9611,2.4434,63.4823
10/18/1950,2.5445,2.2649,64.7204
10/19/1950,2.5771,1.8743,64.2972
10/20/1950,5.7416,2.2794,61.5378
10/21/1950,6.742,1.7528,60.0108
10/22/1950,7.0313,1.6456,59.6143
10/23/1950,9.1043,1.9234,57.8191
10/24/1950,9.1744,1.7539,57.5795
10/25/1950,8.974,1.6433,57.6693
10/26/1950,10.5482,1.7407,56.1925
10/27/1950,9.2903,1.8214,57.5311
10/28/1950,6.3514,1.9572,60.6058
10/29/1950,3.5069,1.9129,63.406
10/30/1950,2.78,2.5348,64.7548
10/31/1950,3.6437,3.0952,64.4515
11/1/1950,4.6635,2.3429,62.6794
11/2/1950,7.2897,1.6283,59.3386
11/3/1950,13.1395,1.2198,53.0803
11/4/1950,15.2871,0.5811,50.294
11/5/1950,16.0029,0.0172,49.0143
11/6/1950,13.8494,0.0793,51.2299
11/7/1950,11.6177,0.5464,53.9287
11/8/1950,11.3934,0.7263,54.3329
11/9/1950,15.2582,0.3311,50.0729
11/10/1950,22.5595,0.3843,42.8248
11/11/1950,25.8675,0.3539,39.4864
11/12/1950,24.944,0.3111,40.3671
11/13/1950,22.5093,0.3405,42.8312
11/14/1950,18.2662,0.6114,47.3452
11/15/1950,13.9316,1.1151,52.1835
11/16/1950,13.2258,0.6227,52.3969
11/17/1950,17.6048,0.2595,47.6547
11/18/1950,17.6987,0.3225,47.6238
11/19/1950,15.1353,0.8528,50.7175
11/20/1950,16.1415,0.3749,49.2334
11/21/1950,21.8145,0.0561,43.2416
11/22/1950,20.8525,0.0883,44.2358
11/23/1950,23.0845,0.186,42.1015
11/24/1950,28.6673,0.1901,36.5228
11/25/1950,29.2156,0.0033,35.7877
11/26/1950,27.3632,0.0015,37.6383
11/27/1950,25.34,0.0024,39.6624
11/28/1950,25.7775,0.0028,39.2253
11/29/1950,26.2969,0.0146,38.7177
11/30/1950,23.7206,0.1533,41.4327
12/1/1950,22.5005,0.3385,42.838
12/2/1950,19.3546,0.4948,46.1402
12/3/1950,20.0628,0.2208,45.158
12/4/1950,22.7075,0.0027,42.2952
12/5/1950,26.7841,0.0005,38.2164
12/6/1950,28.2673,0.1267,36.8594
12/7/1950,27.1504,0.0511,37.9007
12/8/1950,25.6485,0.0106,39.3621
12/9/1950,25.2898,0.063,39.7732
12/10/1950,26.9709,0.0001,38.0292
12/11/1950,26.4713,0,38.5287
12/12/1950,26.9114,0.0047,38.0933
12/13/1950,27.7759,0.0491,37.2732
12/14/1950,26.5612,0.0331,38.4719
12/15/1950,25.9367,0.087,39.1503
12/16/1950,28.5475,0.0596,36.5121
12/17/1950,30.6729,0.0476,34.3747
12/18/1950,33.6741,0,31.3259
12/19/1950,32.756,0,32.244
12/20/1950,32.0879,0.0187,32.9308
12/21/1950,29.946,0,35.054
12/22/1950,25.8434,0.0001,39.1567
12/23/1950,22.8106,0.0095,42.1989
12/24/1950,22.9654,0.0008,42.0354
12/25/1950,28.8865,0.0017,36.1152
12/26/1950,32.4787,0.0325,32.5538
12/27/1950,37.4475,0.0768,27.6293
12/28/1950,34.1938,0.0593,30.8655
12/29/1950,29.2781,0.1468,35.8687
12/30/1950,28.3118,0.1292,36.8174
12/31/1950,27.6921,0.0001,37.308
1/1/1951,26.7029,0.0499,38.347
1/2/1951,23.5571,0.1596,41.6025
1/3/1951,20.6278,0.2917,44.6639
1/4/1951,21.8891,0.2349,43.3458
1/5/1951,24.7609,0.1616,40.4007
1/6/1951,26.5651,0.1518,38.5867
1/7/1951,32.3932,0.1138,32.7206
1/8/1951,36.3648,0,28.6352
1/9/1951,32.3763,0,32.6237
1/10/1951,27.4109,0.0148,37.6039
1/11/1951,27.5171,0.0109,37.4938
1/12/1951,26.7949,0.0302,38.2353
1/13/1951,25.2692,0.0757,39.8065
1/14/1951,24.9838,0.1415,40.1577
1/15/1951,23.2484,0.0467,41.7983
1/16/1951,26.4924,0,38.5076
1/17/1951,22.3781,0.0126,42.6345
1/18/1951,17.3752,0.0395,47.6643
1/19/1951,16.1719,0.0656,48.8937
1/20/1951,19.4433,0.2304,45.7871
1/21/1951,28.3516,0.1487,36.7971
1/22/1951,31.2382,0.0665,33.8283
1/23/1951,25.5866,0.0862,39.4996
1/24/1951,24.6317,0.0861,40.4544
1/25/1951,29.0641,0,35.9359
1/26/1951,30.6915,0,34.3085
1/27/1951,28.7233,0.0236,36.3003
1/28/1951,31.7905,0.0551,33.2646
1/29/1951,36.4792,0.05,28.5708
1/30/1951,42.0331,0.1021,23.069
1/31/1951,41.1993,0.2075,24.0082
2/1/1951,38.7456,0.1993,26.4537
2/2/1951,42.5832,0,22.4168
2/3/1951,38.6208,0,26.3792
2/4/1951,31.9763,0,33.0237
2/5/1951,27.0022,0,37.9978
2/6/1951,24.8683,0.1523,40.284
2/7/1951,30.1033,0.0699,34.9666
2/8/1951,36.7577,0,28.2423
2/9/1951,34.8552,0.0053,30.1501
2/10/1951,28.9894,0.0213,36.0319
2/11/1951,22.0747,0.04,42.9653
2/12/1951,19.8516,0.1498,45.2982
2/13/1951,22.3926,0.0295,42.6369
2/14/1951,27.5836,0.1229,37.5393
2/15/1951,28.4316,0.1204,36.6888
2/16/1951,25.4652,0.135,39.6698
2/17/1951,21.7541,0.1542,43.4001
2/18/1951,18.224,0.2536,47.0296
2/19/1951,17.4939,0.3797,47.8858
2/20/1951,18.7554,0.1949,46.4395
2/21/1951,21.1791,0.1723,43.9932
2/22/1951,21.6454,0.0006,43.3552
2/23/1951,22.8201,0.0686,42.2485
2/24/1951,20.9904,0.0862,44.0958
2/25/1951,16.6508,0.1958,48.545
2/26/1951,14.8451,0.2192,50.3741
2/27/1951,16.8474,0.3814,48.534
2/28/1951,20.7286,0.5543,44.8257
3/1/1951,20.9027,0.6404,44.7377
3/2/1951,20.4724,1.1358,45.6634
3/3/1951,20.2857,0.7022,45.4165
3/4/1951,21.868,0.5754,43.7074
3/5/1951,17.8869,0.4772,47.5903
3/6/1951,15.3214,1.1026,50.7812
3/7/1951,15.4349,1.3324,50.8975
3/8/1951,19.5822,1.13,46.5478
3/9/1951,23.888,0.7646,41.8766
3/10/1951,24.0514,0.7153,41.6639
3/11/1951,23.9316,0.3481,41.4165
3/12/1951,23.6861,0.2578,41.5717
3/13/1951,24.7557,0.0012,40.2455
3/14/1951,23.5808,0.003,41.4222
3/15/1951,22.264,0.0039,42.7399
3/16/1951,21.1292,0.1624,44.0332
3/17/1951,20.3159,0.3451,45.0292
3/18/1951,21.1766,0.3075,44.1309
3/19/1951,23.8422,0.4497,41.6075
3/20/1951,23.0785,0.2563,42.1778
3/21/1951,22.9011,0.0476,42.1465
3/22/1951,20.9303,0.2716,44.3413
3/23/1951,16.2934,0.2809,48.9875
3/24/1951,17.9597,0.0931,47.1334
3/25/1951,19.9949,0.1508,45.1559
3/26/1951,20.3288,0.0842,44.7554
3/27/1951,16.5501,0.3335,48.7834
3/28/1951,12.7315,0.5024,52.7709
3/29/1951,12.7934,0.5554,52.762
3/30/1951,16.273,0.1828,48.9098
3/31/1951,16.8937,0.1043,48.2106
4/1/1951,15.1393,0.3627,50.2234
4/2/1951,16.6434,0.3401,48.6967
4/3/1951,17.6726,0.0929,47.4203
4/4/1951,15.6434,0.048,49.4046
4/5/1951,14.4833,0.3479,50.8646
4/6/1951,12.1805,0.1873,53.0068
4/7/1951,11.187,0.2737,54.0867
4/8/1951,12.6222,0.343,52.7208
4/9/1951,12.1106,0.2762,53.1656
4/10/1951,12.3237,0.3335,53.0098
4/11/1951,13.5986,0.4189,51.8203
4/12/1951,14.5449,0.1972,50.6523
4/13/1951,14.2324,0.1042,50.8718
4/14/1951,11.4791,0.467,53.9879
4/15/1951,11.871,0.4979,53.6269
4/16/1951,16.0549,0.328,49.2731
4/17/1951,16.245,0.4576,49.2126
4/18/1951,12.8901,0.934,53.0439
4/19/1951,11.2783,1.4046,55.1263
4/20/1951,12.3747,1.2235,53.8488
4/21/1951,10.925,1.455,55.53
4/22/1951,11.3909,1.1937,54.8028
4/23/1951,11.0343,1.0054,54.9711
4/24/1951,9.7497,1.3699,56.6202
4/25/1951,7.297,2.1138,59.8168
4/26/1951,6.9116,2.3298,60.4182
4/27/1951,6.8377,2.5095,60.6718
4/28/1951,5.4309,3.3463,62.9154
4/29/1951,4.419,3.3849,63.9659
4/30/1951,5.484,3.4959,63.0119
5/1/1951,4.7899,3.2778,63.4879
5/2/1951,3.5533,3.5169,64.9636
5/3/1951,4.675,3.1457,63.4707
5/4/1951,7.0563,2.4994,60.4431
5/5/1951,8.2018,2.0594,58.8576
5/6/1951,8.8593,1.3321,57.4728
5/7/1951,8.1556,0.7015,57.5459
5/8/1951,4.6614,0.8794,61.218
5/9/1951,3.17,2.0655,63.8955
5/10/1951,6.0365,2.5054,61.4689
5/11/1951,7.8093,2.148,59.3387
5/12/1951,7.9125,1.3396,58.4271
5/13/1951,7.0147,1.3442,59.3295
5/14/1951,4.8272,1.953,62.1258
5/15/1951,1.9049,2.9892,66.0843
5/16/1951,1.4563,4.1438,67.6875
5/17/1951,2.7058,3.4695,65.7637
5/18/1951,3.1957,3.5172,65.3215
5/19/1951,3.1413,4.2911,66.1498
5/20/1951,1.8349,4.785,67.9501
5/21/1951,1.3358,5.0168,68.681
5/22/1951,2.0044,4.9578,67.9534
5/23/1951,3.6052,2.5437,63.9385
5/24/1951,4.1266,1.7246,62.598
5/25/1951,1.6426,2.5908,65.9482
5/26/1951,1.9217,4.1116,67.1899
5/27/1951,3.0174,3.6102,65.5928
5/28/1951,3.3546,3.4192,65.0646
5/29/1951,3.2583,4.0435,65.7852
5/30/1951,1.9613,4.9831,68.0218
5/31/1951,1.6487,6.3792,69.7305
6/1/1951,1.8061,8.1421,71.336
6/2/1951,1.7313,7.7308,70.9995
6/3/1951,2.3545,6.0204,68.6659
6/4/1951,3.085,4.6985,66.6135
6/5/1951,3.4296,3.3028,64.8732
6/6/1951,2.8462,3.6174,65.7712
6/7/1951,2.6741,4.526,66.8519
6/8/1951,2.1465,4.8772,67.7307
6/9/1951,1.1871,5.1097,68.9226
6/10/1951,2.0843,4.7321,67.6478
6/11/1951,2.2264,4.1622,66.9358
6/12/1951,1.1934,4.1745,67.9811
6/13/1951,1.4546,4.8989,68.4443
6/14/1951,1.7661,5.4332,68.6671
6/15/1951,1.2912,5.2486,68.9574
6/16/1951,0.4833,6.071,70.5877
6/17/1951,0.3662,7.3091,71.9429
6/18/1951,0.3746,7.5811,72.2065
6/19/1951,0.4247,8.0631,72.6384
6/20/1951,0.4626,7.9188,72.4562
6/21/1951,0.5877,7.7252,72.1375
6/22/1951,0.936,7.5655,71.6295
6/23/1951,0.519,8.8096,73.2906
6/24/1951,0.4378,10.1356,74.6978
6/25/1951,0.4285,9.0026,73.5741
6/26/1951,0.4139,8.258,72.8441
6/27/1951,0.4137,9.9243,74.5106
6/28/1951,0.5075,9.136,73.6285
6/29/1951,0.7197,7.8942,72.1745
6/30/1951,0.6037,7.3029,71.6992
7/1/1951,0.4283,7.3446,71.9163
7/2/1951,0.2075,7.2104,72.0029
7/3/1951,0.4544,8.7655,73.3111
7/4/1951,0.4901,8.4704,72.9803
7/5/1951,0.6614,6.9214,71.26
7/6/1951,0.3521,6.9375,71.5854
7/7/1951,0.1601,9.5085,74.3484
7/8/1951,0.0989,10.1814,75.0825
7/9/1951,0.2094,10.0148,74.8054
7/10/1951,0.4293,10.3774,74.9481
7/11/1951,0.4906,9.9565,74.4659
7/12/1951,0.3123,9.8525,74.5402
7/13/1951,0.1473,9.9524,74.8051
7/14/1951,0.0965,10.6976,75.6011
7/15/1951,0.0477,11.6583,76.6106
7/16/1951,0.0349,12.3795,77.3446
7/17/1951,0.0603,11.6033,76.543
7/18/1951,0.0487,11.8394,76.7907
7/19/1951,0.1313,11.0514,75.9201
7/20/1951,0.2209,9.6097,74.3888
7/21/1951,0.1489,10.55,75.4011
7/22/1951,0.1027,12.349,77.2463
7/23/1951,0.096,11.95,76.854
7/24/1951,0.1441,10.7363,75.5922
7/25/1951,0.1157,10.7963,75.6806
7/26/1951,0.0919,12.0754,76.9835
7/27/1951,0.1082,12.5731,77.4649
7/28/1951,0.0984,10.345,75.2466
7/29/1951,0.1408,10.3252,75.1844
7/30/1951,0.0408,11.8415,76.8007
7/31/1951,0.0416,12.4705,77.4289
8/1/1951,0.0815,11.4919,76.4104
8/2/1951,0.16,9.8317,74.6717
8/3/1951,0.2518,9.0855,73.8337
8/4/1951,0.7499,7.8232,72.0733
8/5/1951,0.7851,7.5566,71.7715
8/6/1951,0.6019,8.3566,72.7547
8/7/1951,0.3059,9.4432,74.1373
8/8/1951,0.3569,10.5693,75.2124
8/9/1951,0.2688,10.6306,75.3618
8/10/1951,0.3108,10.7188,75.408
8/11/1951,0.2911,10.5995,75.3084
8/12/1951,0.2358,10.2701,75.0343
8/13/1951,0.2616,10.5572,75.2956
8/14/1951,0.1897,11.1922,76.0025
8/15/1951,0.2107,11.2145,76.0038
8/16/1951,0.1026,10.3838,75.2812
8/17/1951,0.2814,9.7274,74.446
8/18/1951,0.2242,9.0088,73.7846
8/19/1951,0.1258,8.6651,73.5393
8/20/1951,0.2937,9.3862,74.0925
8/21/1951,0.4033,9.3219,73.9186
8/22/1951,0.6513,7.3298,71.6785
8/23/1951,0.9925,6.3846,70.3921
8/24/1951,0.9022,6.1869,70.2847
8/25/1951,0.4649,6.9495,71.4846
8/26/1951,0.2982,7.8857,72.5875
8/27/1951,0.3983,8.6465,73.2482
8/28/1951,0.5768,9.9799,74.4031
8/29/1951,0.625,10.6998,75.0748
8/30/1951,0.5432,11.7148,76.1716
8/31/1951,0.7021,11.2076,75.5055
9/1/1951,1.5068,8.5032,71.9964
9/2/1951,1.9066,7.2838,70.3772
9/3/1951,1.2074,7.0188,70.8114
9/4/1951,1.0736,6.5704,70.4968
9/5/1951,0.9907,6.2767,70.286
9/6/1951,0.9904,6.3615,70.3711
9/7/1951,1.9599,5.4588,68.4989
9/8/1951,2.6371,4.7989,67.1618
9/9/1951,1.4273,5.1899,68.7626
9/10/1951,0.6684,5.6891,70.0207
9/11/1951,0.6439,8.1156,72.4717
9/12/1951,1.0254,8.6328,72.6074
9/13/1951,1.082,6.1769,70.0949
9/14/1951,1.076,5.1288,69.0528
9/15/1951,2.0223,4.4794,67.4571
9/16/1951,2.4599,3.8651,66.4052
9/17/1951,2.1702,3.2241,66.0539
9/18/1951,1.7753,3.2817,66.5064
9/19/1951,0.7212,3.9229,68.2017
9/20/1951,0.8393,5.306,69.4667
9/21/1951,2.0094,5.3333,68.3239
9/22/1951,3.0268,4.6956,66.6688
9/23/1951,3.462,4.4585,65.9965
9/24/1951,3.869,4.5196,65.6506
9/25/1951,3.1484,4.8475,66.6991
9/26/1951,3.4573,4.9194,66.4621
9/27/1951,4.6998,4.1429,64.4431
9/28/1951,7.4967,2.6051,60.1084
9/29/1951,8.2405,2.101,58.8605
9/30/1951,5.6135,2.7747,62.1612
10/1/1951,1.9268,3.8944,66.9676
10/2/1951,1.4957,5.0491,68.5534
10/3/1951,2.1151,5.777,68.6619
10/4/1951,2.3183,6.291,68.9727
10/5/1951,2.6343,6.3155,68.6812
10/6/1951,4.7757,4.5142,64.7385
10/7/1951,7.5437,2.4846,59.9409
